Artist,ArtistID,Genre,Album_Covers,Album_Ids
Leslie Odom Jr.,3cR4rhS2hBWqI7rJEBacvN,jazz,"https://i.scdn.co/image/ab67616d00001e02816afa17952934316f9fa0a7,https://i.scdn.co/image/ab67616d00001e021b961aafb230b092de4729ff,https://i.scdn.co/image/ab67616d00001e0266f519bf4606a6b7a31b0bea,https://i.scdn.co/image/ab67616d00001e023d3921a400475f2e92003430,https://i.scdn.co/image/ab67616d00001e0293ec5f144fb26190618a30c7,https://i.scdn.co/image/ab67616d00001e021f3ecdf2212f0107352982c2,https://i.scdn.co/image/ab67616d00001e02542c065808fbdc53f1eb9e1e,https://i.scdn.co/image/ab67616d00001e02c02e54e5d17c2cee892e71b3,https://i.scdn.co/image/ab67616d00001e029e89c65c2737ada172e3e446,https://i.scdn.co/image/ab67616d00001e0254e9b234b7d6cb060c57db54,https://i.scdn.co/image/ab67616d00001e0285f442822648a783f2363b4c,https://i.scdn.co/image/ab67616d00001e0203444691e9ecb39a0493c7c0,https://i.scdn.co/image/ab67616d00001e02bcbc1e8ee3f9157df499c1fc,https://i.scdn.co/image/ab67616d00001e02a2baf2e793dd95a2a723fc8f,https://i.scdn.co/image/ab67616d00001e02df98f24be09df6c59430fa45,https://i.scdn.co/image/ab67616d00001e02f08d909e9a8766a270454ae0,https://i.scdn.co/image/ab67616d00001e0227135e234c2c34c6836adcec,https://i.scdn.co/image/ab67616d00001e02105b4179d0cf2a9ebfe6ce8e,https://i.scdn.co/image/ab67616d00001e0235d24cdb53d0602d46d8e212,https://i.scdn.co/image/ab67616d00001e02f640b7edc08de5b91fc49240","3dtH58hWKPjBEiKXRs69PJ,4wTX7tba8lEyX0Zph3Eckn,2eKpKABS86X4y67b5tYBXi,4W620HiKTBgI8xQrvkFa5w,3nMeVjYypmshXLIWEcrvGN,7joGy5WxBuQpf5XLCFxkC1,28eAMQSCREQssAHZyqiHuS,3CQtRu1DQVbHf8Ga7EKOtC,4LmJ34iUdPlBj3qnYKo6hr,1ThLwxgGP863wOZzpaD5xw,7MDmjhU6OHC9ObUvtxt0U6,7lj05DmCzCTu4Hxvnk1jAR,4sHYxuM0PzCeXUsDRh1AM2,1or8RibUcugvP7nUruyXti,0e7Uv6UE5k3M6cQ3ajefh5,73cmwG1Uo72K0MOPt9ARut,7J2EUjTRwOJkCExYxFTz0R,4oELLj3M9qXN8b3fbEtrGG,3kA2y50ltrwm0mEAEibHR2,4itw3PoKjpUcKZ5oQqNvPH"
Ella Fitzgerald,5V0MlUE1Bft0mbLlND7FJz,jazz,"https://i.scdn.co/image/ab67616d00001e02cb34eaeb77461afddcaba4b6,https://i.scdn.co/image/ab67616d00001e02af4748e96da6c4aa373ce3c9,https://i.scdn.co/image/ab67616d00001e02bb6505d53008c5aab069ecac,https://i.scdn.co/image/ab67616d00001e02c52ca7bb2bb955bb06a4336a,https://i.scdn.co/image/ab67616d00001e0282ef52272eb17698115039a8,https://i.scdn.co/image/ab67616d00001e02558564258252f3395be3d00e,https://i.scdn.co/image/ab67616d00001e02476ddf330f2e3e2f0608e5ad,https://i.scdn.co/image/ab67616d00001e0244550b9e7a57d3b325109469,https://i.scdn.co/image/ab67616d00001e02f289b6681c68d9c38577c5d9,https://i.scdn.co/image/ab67616d00001e0277509f1d98fca15caef1262d,https://i.scdn.co/image/ab67616d00001e02641d06ad5477bc6b2527815a,https://i.scdn.co/image/ab67616d00001e02714a3e3f037850cbc3b3348b,https://i.scdn.co/image/ab67616d00001e029238c7481c859d22699eb48a,https://i.scdn.co/image/ab67616d00001e021331a9113dbd455754b59642,https://i.scdn.co/image/ab67616d00001e02d1375e39b9cfed648567a7e4,https://i.scdn.co/image/ab67616d00001e02c0ee81fb6a5db0e5106257eb,https://i.scdn.co/image/ab67616d00001e026143a56d2b3acb04f3486c03,https://i.scdn.co/image/ab67616d00001e02068a978ba923d70ae08deb23,https://i.scdn.co/image/ab67616d00001e02bd8098aacdfecce1761ac371,https://i.scdn.co/image/ab67616d00001e02c9b205752b6c59283d56e021","6mMsBqdJ4eo7N8VnYVesGQ,0x48bmGyleXw5PmqaWbcPl,7xF2h0BrmUyOJgl8pPkpfy,5EUg8jF6Y23hGfSOJ4EqDx,3Gb8fxpxVTRoPUQC8olkaQ,6Hlbl8l52cceBTbN04smFl,40HL5qayA3dFsOgwUhrHuf,0h8sDAuF3iAt6nGXSSrBeR,4xW5AgR7ogdCWlu9Hpasso,41UTqoI9t2kB0cScOpXgYs,58unK7yYsZtmJEPwGQz125,0strKtZ1jYWZkhFHasC2rX,4faG1vZhcH4y3iNYiOSWH2,0iQ9bOqpcd3pUhXrGqwWWO,4sJuVKmdtSwFFpeE2FtHGv,7ztwYXSYsUSjCkPQMhtZ8n,5XbiFk3DRytyQMmo9Pe6dd,4pNY237Jl6HX5s5DVDBfao,4JkfG3UsuO6W4RRcxnWsum,1fzRil5BJ2MnoNau75MTIl"
Vince Guaraldi Trio,4ytkhMSAnrDP8XzRNlw9FS,jazz,"https://i.scdn.co/image/ab67616d00001e02ca0e612db478fb9cebbce8bb,https://i.scdn.co/image/ab67616d00001e0225bb55fe04f779481fb499b2,https://i.scdn.co/image/ab67616d00001e0280b4addb4fb359dbc4520ca5,https://i.scdn.co/image/ab67616d00001e02ce62db724a30bc18f489f5ae,https://i.scdn.co/image/ab67616d00001e0280ebc2bfa8585a227acf3489,https://i.scdn.co/image/ab67616d00001e02c1f0a2aecf9bfd8403e1b7f9,https://i.scdn.co/image/ab67616d00001e021251a95ed49b0cad80f331ba,https://i.scdn.co/image/ab67616d00001e02d2b4c61d507037ab78e70e63,https://i.scdn.co/image/ab67616d00001e02799d7e128079fc32ffa36273,https://i.scdn.co/image/ab67616d00001e02a8b70fccd07178ca86de328a,https://i.scdn.co/image/ab67616d00001e02644aec058f5a108fac6ec0fb,https://i.scdn.co/image/ab67616d00001e027261e535a0b2e92a9b19c4f1,https://i.scdn.co/image/ab67616d00001e02d4f0a4d735e9d45418fa2dce,https://i.scdn.co/image/ab67616d00001e02a1c6bc83f5404947ffb87891,https://i.scdn.co/image/ab67616d00001e029ac3661c5970de79bdbd2bf4,https://i.scdn.co/image/ab67616d00001e02c9a9f32c6b29991313ffb75d,https://i.scdn.co/image/ab67616d00001e0232b0f9b1e5ee30df7a91cec3,https://i.scdn.co/image/ab67616d00001e025ca31472a9f627f095e97e92,https://i.scdn.co/image/ab67616d00001e020e4595be348d33851448769b,https://i.scdn.co/image/ab67616d00001e020e83a8192af3ed8cbd11e0c4","4bNE83zw6uZs5FyDFnSCui,0C0vsclY1BRPUATtQwVUEc,3tb8CiN97cqdeAMQ8Mu1c4,7yffnWB7TwLUododocZhU0,4D608Y9taDA1jLXMSEpQKW,2hXWHCAmzEHSubY1ar3EdI,1lwi43mavFIxXHIttW90od,5aYddVn01DfDkrGe8WStwB,3rTjSGAIUoYzAArLaZcaOa,0YWKZ3Cb89oiQL1ayAYUqE,2XnNY3GEkbWHor5kyvXLu4,0ZbVljVHaBZWOvaiSOtpgH,28KzYEnbkfLRNHFJaeY0Tt,1d3w7T3iyK3JJQ6kdpE6l9,0ExXxc4TftyLlHFsB6DfpY,5LCvIRe8gBrfSGoLmgkFnf,7DuJYWu66RPdcekF5TuZ7w,3K9jUfNQ3iRPU1GWU3sIS0,7FJmaaASWp3XtM3InDFbDr,5IrVdSsU0Mitp4wWHweo1P"
Louis Armstrong,19eLuQmk9aCobbVDHc6eek,jazz,"https://i.scdn.co/image/ab67616d00001e025c3c899d619c7243acdfde24,https://i.scdn.co/image/ab67616d00001e0244550b9e7a57d3b325109469,https://i.scdn.co/image/ab67616d00001e02293846fe3f798278efb480c6,https://i.scdn.co/image/ab67616d00001e02003a70781ab5e926a85e5c25,https://i.scdn.co/image/ab67616d00001e02e45e9f31f6bae9d338ea495e,https://i.scdn.co/image/ab67616d00001e029fc00c026feab25e8a761b1b,https://i.scdn.co/image/ab67616d00001e0206d3e241f768af81de79c36f,https://i.scdn.co/image/ab67616d00001e02c7b1b7f6e8b95c2d16fa1293,https://i.scdn.co/image/ab67616d00001e0220c778915e19b6eab5531c1d,https://i.scdn.co/image/ab67616d00001e02ef829844a98cdf90c983c821,https://i.scdn.co/image/ab67616d00001e025e6e5c0c113eb348ab8ab8e3,https://i.scdn.co/image/ab67616d00001e026068a5a41648f403ccf7a2e6,https://i.scdn.co/image/ab67616d00001e02bd8098aacdfecce1761ac371,https://i.scdn.co/image/ab67616d00001e02c9b205752b6c59283d56e021,https://i.scdn.co/image/ab67616d00001e0264536b1db8284d051f7ba7e3,https://i.scdn.co/image/ab67616d00001e0297007bee635aea9d7bb39ebd,https://i.scdn.co/image/ab67616d00001e02a1f81d4326053d951b523537,https://i.scdn.co/image/ab67616d00001e02e6bbbb88e2373e6522859292,https://i.scdn.co/image/ab67616d00001e029f051f4ebd61f575d14d8b14,https://i.scdn.co/image/ab67616d00001e0258ef0ca5e5c5814ff149b248","21oCavXwh73jXoUjMYomeG,0h8sDAuF3iAt6nGXSSrBeR,0DbvKeLkdiN5XjUJinjF0s,1L8nJgRxCGXcys71JZTaIR,43mgWyFI05K8lHZzmkxycF,41TcEAFU5yEXxRtinO2EUR,1QMYH1lng4RXuL89H7KrV8,1GS7osBm4ULKtkE6NSqDHS,1yTbmBWiVGFZH3r2siIInt,29L8saC6WerwrY7IhYPJ00,1IHbUqa69NHxuy7ldN8BQ1,45u0Ga87XkzqyQdMwV1d4N,4JkfG3UsuO6W4RRcxnWsum,1fzRil5BJ2MnoNau75MTIl,5PUZIPLSVtWDjA9Nkut3iB,2z2SCnYLH4AAwlRw8X4C21,1UdnBhRba3t66Nfvi16ycT,386fi3X40hRADbCFg8AwzL,4mmMB0iq8dzIENvkBLldiA,6RHfEK40myOtGD59ArgL9z"
"Earth, Wind & Fire",4QQgXkCYTt3BlENzhyNETg,jazz,"https://i.scdn.co/image/ab67616d00001e02000c4440bfcef6f5b363b706,https://i.scdn.co/image/ab67616d00001e02998cf7ab55d3720f1e18217a,https://i.scdn.co/image/ab67616d00001e02ab01d7b88ec92fde6e14ab4d,https://i.scdn.co/image/ab67616d00001e021b8f533c6cc52bd9f93a0bb4,https://i.scdn.co/image/ab67616d00001e02fd8982453e0c919de4ca0757,https://i.scdn.co/image/ab67616d00001e024f31e81e0281c064b6d7f55a,https://i.scdn.co/image/ab67616d00001e020a5fc94894bb7ccbd36b54f7,https://i.scdn.co/image/ab67616d00001e022f0e0d7d1f8344558d116a78,https://i.scdn.co/image/ab67616d00001e02d8ff244077ea9ce73dfa0aab,https://i.scdn.co/image/ab67616d00001e02b5b47988d371870d37a48584,https://i.scdn.co/image/ab67616d00001e028a8b5ca208c288da91c0f403,https://i.scdn.co/image/ab67616d00001e022b456a24bc8cdaf279d1d2ff,https://i.scdn.co/image/ab67616d00001e02f3de66b77bceb79d5aeee3a9,https://i.scdn.co/image/ab67616d00001e02842bf4d7f492d25a68674108,https://i.scdn.co/image/ab67616d00001e02f755bc163de2c5a2e8c90a9d,https://i.scdn.co/image/ab67616d00001e02a7f1d1a67409a0aabc4cba39,https://i.scdn.co/image/ab67616d00001e02ff37c5c2d102538349e35f45,https://i.scdn.co/image/ab67616d00001e02c6c7c80afc34dd1367a6ade2,https://i.scdn.co/image/ab67616d00001e02e9762efcc7a2482057b321f2,https://i.scdn.co/image/ab67616d00001e02c21f96eae4fb17fcc850a0f0","0nVOSSbYkUBKBYh2D4WSDn,4k1eRdUlWU7Inpwd1oYdKl,3HkEkzu2j9K4c57uDvtqi3,7253n8oKnyOumxC2trgmM8,06cTqsa9mmSFJ0sOfbLJGV,78nJkxQssQHBVOKeLcpscX,4YTA0OmEHy7BBDuWyOBZwm,2clJOOkMz707eU2OnHgS0z,50XV48AYvXeYRDDwmLB338,2L8rj8VnahryOqg7vKHYzx,35EYj9zfEZNrqpPdwitcTT,5YeUWgu0ljI6RPQ0LTYh5p,2VbIcXCuGZTdt67M5Mxozi,5Dd1RuBWv7PFX5IisYMYOq,7dnGdy8zcBQtfXAJQBi0oM,05dTNXB4JyV4I0h6ShWyFY,3iwc6FHnD080bONfc7DFdP,7rkA5LovXh21yivJPYEgLC,0b0OnxhsXoceieLownkM0I,0z6W2jsDYM5w0Vhn7UDHNv"
Norah Jones,2Kx7MNY7cI1ENniW7vT30N,jazz,"https://i.scdn.co/image/ab67616d00001e02f3a252020e7922ab1bad7276,https://i.scdn.co/image/ab67616d00001e02c5c7917fa3b97195c2f01f2e,https://i.scdn.co/image/ab67616d00001e02f231978e526e9b06bd945d2e,https://i.scdn.co/image/ab67616d00001e022b84c7b45bcf86c41bf41046,https://i.scdn.co/image/ab67616d00001e02971d65eb35862723d0e2c333,https://i.scdn.co/image/ab67616d00001e020c06724ae1c640781c3a3528,https://i.scdn.co/image/ab67616d00001e02b2118e4b4298d25086cf55b2,https://i.scdn.co/image/ab67616d00001e02f6cfb6d9385af3a245ffae02,https://i.scdn.co/image/ab67616d00001e025843cb50b0751124f3e34e6e,https://i.scdn.co/image/ab67616d00001e02a065f443a2bd0b1dde188470,https://i.scdn.co/image/ab67616d00001e026eb3bc569c62febd9e8313cc,https://i.scdn.co/image/ab67616d00001e02a42b69e4504f5613b3152edc,https://i.scdn.co/image/ab67616d00001e0228b2874ded7135e6486e6295,https://i.scdn.co/image/ab67616d00001e02a7361156081f308e5e3bdcd8,https://i.scdn.co/image/ab67616d00001e028bdd58c18690457ed7a28592,https://i.scdn.co/image/ab67616d00001e0285c5ae8242a96379208f500e,https://i.scdn.co/image/ab67616d00001e020353c1b691d21b80171d9b22,https://i.scdn.co/image/ab67616d00001e02ced8a14a077397435e805101,https://i.scdn.co/image/ab67616d00001e02a9c56cac1413fd9d204d57c1,https://i.scdn.co/image/ab67616d00001e02e4ed793513703dddf0308101","0Yn0lja0EAPbCZptiHw4Pj,60SJnVimx7BPaZz2nec9vO,6NVGuCwUuKVf7qufOYzFQI,5s7cl1eDrZToYeFvfEfTtm,3pi6NXntLETosIkAuaZEhW,6Qlru4pwL5Xf6zp0syH6RU,0iDASlJ6faB4ZDVkKlqbHj,3MCA10J7pQrbSwhvOZjzU0,7ampUMuhfCx0briKjYNKRQ,7lkScvsKOs3isiwn8bXFos,4WWZo2owS0sgKFkK3W1Gaa,2lDEzVzjWQBemrbWRNepmu,5fVb8tbCltmUuSMS0uk6oL,1XjjoB5UTZGjeWNModPEvU,3N9ECfsk4OUDKhmhPT3OPX,3wNsg8Gyd8kNdD3NVU8p4Y,7IRVG4Ad6UuuwbjQVuK3TV,55uJzstArdgvHr2dZOZzw4,6phAdXkS4d15EZDE5ejD5G,0U7AFwPDmrvgthIFj7DQWq"
Brenda Lee,4cPHsZM98sKzmV26wlwD2W,jazz,"https://i.scdn.co/image/ab67616d00001e02d00d977ee5793e34dde2b848,https://i.scdn.co/image/ab67616d00001e029431184d471508f5634d8210,https://i.scdn.co/image/ab67616d00001e02b9ca9d08a35a89fbdc232cc6,https://i.scdn.co/image/ab67616d00001e0263b98858562891661fd61d1b,https://i.scdn.co/image/ab67616d00001e022e5e90a4d6cbcf4ca15864e8,https://i.scdn.co/image/ab67616d00001e0216880bb538d5a4d051b0be69,https://i.scdn.co/image/ab67616d00001e028dfec956c2260629adef9269,https://i.scdn.co/image/ab67616d00001e02f2dec12a8ff9c6fa23b95c66,https://i.scdn.co/image/ab67616d00001e023444b17851f454f373718cbd,https://i.scdn.co/image/ab67616d00001e021c41146eb8b78622ee03cc42,https://i.scdn.co/image/ab67616d00001e02eb54c88557f4d01897267505,https://i.scdn.co/image/ab67616d00001e02cea916b451b573906c3207f5,https://i.scdn.co/image/ab67616d00001e028e93bbd6a24f096339781ec6,https://i.scdn.co/image/ab67616d00001e0240687451feb52f3e181b15f4,https://i.scdn.co/image/ab67616d00001e0201ba3965343f72f41a05dc30,https://i.scdn.co/image/ab67616d00001e021c80eb20218e66aef71e6d87,https://i.scdn.co/image/ab67616d00001e021103a5d8479f59bb8597dada,https://i.scdn.co/image/ab67616d00001e02479e55d7f861bcab2440d5ed,https://i.scdn.co/image/ab67616d00001e02523c5c63a94efa84bd29526b,https://i.scdn.co/image/ab67616d00001e02f7cb92d5bb97183311a602c2","1QIdpV7od7cSB5dsx2tqak,1XsOlXu1rVSHvyPuw7J4Cz,5xnPF8gUXpvTxSXOijdwvD,6gvMfnqUnYgwDsl9E0wzsd,2TaNGgqPt5YMO5JvJs344d,4dQAkULOWKfN7he80YmAEA,1FoOjpNYBY7UpSbMXLXNJ0,4b8vUDmpKaY41ej41R1xug,3NSxryCydMPyHuObSEct5q,5ATfxWWWzlX8C5QIXNBngs,4jdbi2xZSZIPTqlKOe7w8q,0rCWkMSzZmcfqOPvmY4pku,2qx4DjYE3UWShpzlr5ZBej,2duhGaYIVaqzFca4l6hxsC,3lh5MyyEuvKv0lPzMFPWaI,6Iy30Io6bmC2EgAqXUnqaq,0vLhZPTlrsoJdvjgho4XnY,0jNUQlz8IXVYozJMVnIvqw,0hMhFJxs4Bd7rgtFMhaxdt,4omuxWQK5gqoiqBQpqPEp8"
Tony Bennett,2lolQgalUvZDfp5vvVtTYV,jazz,"https://i.scdn.co/image/ab67616d00001e02574feb25f2b0f16dee365ab2,https://i.scdn.co/image/ab67616d00001e0284e15ebe22436a72b5111022,https://i.scdn.co/image/ab67616d00001e026a07966c010a5447d96c6596,https://i.scdn.co/image/ab67616d00001e02dffddcf8d733ce0900514578,https://i.scdn.co/image/ab67616d00001e0270c970b98a556a67eb67207f,https://i.scdn.co/image/ab67616d00001e027c8aa93cfb10c650fda65618,https://i.scdn.co/image/ab67616d00001e0214ee26f5433909c50322b3de,https://i.scdn.co/image/ab67616d00001e0237f960b83eaa1046751aeaa9,https://i.scdn.co/image/ab67616d00001e027f5d7ae5b26c3af6d1868db6,https://i.scdn.co/image/ab67616d00001e0237012dbdd46e5472a596379d,https://i.scdn.co/image/ab67616d00001e024883efb117dd51c4f3f88e93,https://i.scdn.co/image/ab67616d00001e026beac36fe8244c842f1b7dab,https://i.scdn.co/image/ab67616d00001e02ffd04199e130eef4d8ad9aaf,https://i.scdn.co/image/ab67616d00001e02754dd2d17c71128537fe902d,https://i.scdn.co/image/ab67616d00001e028d10eeb2a78c90c3f66f59c3,https://i.scdn.co/image/ab67616d00001e0204624c2e510408402e77f09b,https://i.scdn.co/image/ab67616d00001e02ce2a2a1c5e09018e3beec951,https://i.scdn.co/image/ab67616d00001e02796c0744b04db30174704d24,https://i.scdn.co/image/ab67616d00001e0287bb493eac820ddff7ad52d6,https://i.scdn.co/image/ab67616d00001e02c2c103caf406c34746736307","6hBQkPnq5u1BwZncSEDEgs,1Ls3IQbWcXIkMV6sBzpUVl,5jtm2pBwL956uKLwdqn8F7,3zQTFQzzOES1OgI6YVWoPm,7eipCoQerM1HDnAUyj74FO,1y2FUZSWqU4wZbeV3YGrIb,7dj3N9Ue8kXeMjXyxesD2t,3fznq3g09X53pgwKg57KbJ,6HT89sSe135gyyxJhaLs2m,1nCIPxGvDnphvLE1dYm5zU,2VX9rp6NAC19TQN4IgkmYu,66Cm7hLY0wTGJrVkvo4TYs,46GsTGkF2AgB8necqjxf7J,56uP6C9dDe31eLwhpfgIWT,0ZQq2wnV9SjwuidOttp0YR,4bePJNQoFZ2FhPHgBPmvbv,5qUgjLlwgtsT0FUU84Fuy9,5ktAYFq8wJ1hcWHaxl6AQf,5XwXBRHD4t7yKAHY5Smb8j,0RPgKTqFhjUD8KEf9vR7jX"
John Coltrane,2hGh5VOeeqimQFxqXvfCUf,jazz,"https://i.scdn.co/image/ab67616d00001e02a9fd27eaf2f1bf6fdbcd085a,https://i.scdn.co/image/ab67616d00001e02ab152bc5ac7e515235771075,https://i.scdn.co/image/ab67616d00001e02ab94ae717778cb84a3749672,https://i.scdn.co/image/ab67616d00001e0217608e0f7a6351dfa00750ed,https://i.scdn.co/image/ab67616d00001e0242e6599f5eb197ed6420954a,https://i.scdn.co/image/ab67616d00001e025c471838012ecdeccc59c3d3,https://i.scdn.co/image/ab67616d00001e024d2ab48e80a4a9785a811e76,https://i.scdn.co/image/ab67616d00001e02e6874e4af354e8edae0e88fb,https://i.scdn.co/image/ab67616d00001e02748cca9ebf86097d1deef61a,https://i.scdn.co/image/ab67616d00001e021d8f88f859b9a7e5b3ef274f,https://i.scdn.co/image/ab67616d00001e0242466b8003e6be67d839762a,https://i.scdn.co/image/ab67616d00001e02e407464fb2e70ed95b9836ec,https://i.scdn.co/image/ab67616d00001e022a7a9c4360cedfd978af36b7,https://i.scdn.co/image/ab67616d00001e024d516372c2d0b7d5b594fab4,https://i.scdn.co/image/ab67616d00001e02c3ce7cd6d0766399119bed9a,https://i.scdn.co/image/ab67616d00001e02d35db81e563ec0b8f3ccc23b,https://i.scdn.co/image/ab67616d00001e02b02c804f6fa297952b83f90f,https://i.scdn.co/image/ab67616d00001e0270bdfb9afe15eafcea704dc3,https://i.scdn.co/image/ab67616d00001e0226adef133a9953890d9cf25d,https://i.scdn.co/image/ab67616d00001e02def965ca1dd7e1feaaafbd88","2oYI2J7TMZPGvjSMRfVfDR,6X4w3XifxQVXdKDgwgD7Wk,2yy5y3E0ozBIoRXyJhbVlO,5A4BHYbEff8raBUrt4CCE0,4jTDjHLMFCHWrjuP1qmCf4,7zMt8orEexVp5VPojM5rXN,5OdRhr4aotXEXEnH6N2eRv,04sQeDrLHPx83hfP9A6S22,42DvzWWdMYIJLEAiSgq61t,7pmiAWsrvNTzeiU0Upkdkz,0NSRgubfAJoYv2kvVAcRKy,4N6QrNl4RvEjyaPtUilwRD,3p6XK8PERkujtV6MRu7QH3,4WDoePMgg4gtyi4JSbziF9,2G5i8ka9XO6FO5mTBJRL3k,4T4v9GG2n7PSSyAoagfn3D,6FcG6nq5TpVdsD6y1SKmQ5,6fpayMNlNikn4c95Y7buYe,2c5zFtL5CYZedaCEmTlDYD,5Y7FS7sUa2soXukEManvnw"
Etta James,0iOVhN3tnSvgDbcg25JoJb,jazz,"https://i.scdn.co/image/ab67616d00001e0298c83cd26ac59cd73fba54be,https://i.scdn.co/image/ab67616d00001e0244f3e08900bc7715b621f6b6,https://i.scdn.co/image/ab67616d00001e02b52cff86f6cee6c8c0a7ab66,https://i.scdn.co/image/ab67616d00001e0288eebff226d84aa7b6adea5f,https://i.scdn.co/image/ab67616d00001e0214575d084fe435a075a58244,https://i.scdn.co/image/ab67616d00001e02617f78eb4389bb0a7d27719a,https://i.scdn.co/image/ab67616d00001e020935eaa521c035fa250bacd1,https://i.scdn.co/image/ab67616d00001e0205c3a3911d701633816dcc12,https://i.scdn.co/image/ab67616d00001e029ac75f51841c3d4b2e702c11,https://i.scdn.co/image/ab67616d00001e02cd2b9709958ad6b20386ad46,https://i.scdn.co/image/ab67616d00001e02a9868ff8f75ccef1bde65de7,https://i.scdn.co/image/ab67616d00001e02c820f3545433fc0ec028af37,https://i.scdn.co/image/ab67616d00001e02f143b99064ce9ea36fd2a540,https://i.scdn.co/image/ab67616d00001e02299ba12a268983770b76c045,https://i.scdn.co/image/ab67616d00001e0282165bf901210d585e48b202,https://i.scdn.co/image/ab67616d00001e02565d8d87961b3fd8a09c53b8,https://i.scdn.co/image/ab67616d00001e02df66d858b5fe31dce623bb10,https://i.scdn.co/image/ab67616d00001e028ad09e612a0c1b5658a2ce1d,https://i.scdn.co/image/ab67616d00001e025f5be081bb2ddbc86ec588af,https://i.scdn.co/image/ab67616d00001e0287c3bf3d1a71da5f9f8097be","5eikqAZjtqFgtrTJPMHm3u,5IL1UvzlAikdDBD5FKfLrq,0WSk0LjktgdactzvfEAtGx,11YqrwaETsLFMXEn2OFvpd,3KoHXku5h7OJKidwGoJOw1,6s1DWmUCmFjzD09SRdnfVH,7FN9qiQpqpz96scSSGBT0A,3FfJJTSaR1TSdqiFPZ9rg8,7EVdCFnjNzPlPBWI89YtGs,3gs38c9rsmERmlFpvmk3jQ,1FbyARbzpYjJBoHm9UgDyQ,58JJWoAHtiThhhF3F2ZM0Z,6u94K1vPV0vFwi2u1jwXAM,3bErQK5v3pIzslbOmDlyH8,0b3W4V0qserjkbZ5FNAQEJ,0wr68AslbZFwNchRZL0aoL,5yDq88qVsz2SX7LyRxS6Jk,3We1lVRhPW7MdsxDnDkGDk,4EWvij3AMQWYzWLgq806DJ,6IICcthNyUNV4bdJlm8Idi"
Aretha Franklin,7nwUJBm0HE4ZxD3f5cy5ok,jazz,"https://i.scdn.co/image/ab67616d00001e02e19ad6d4041936d74f7fa59b,https://i.scdn.co/image/ab67616d00001e02c20adab56b9da64851e89b54,https://i.scdn.co/image/ab67616d00001e025c430306b505766f6bfe7925,https://i.scdn.co/image/ab67616d00001e02fdf9fb1e662cd3c2eb970838,https://i.scdn.co/image/ab67616d00001e0258f0c3124cd7a31a6360e5fa,https://i.scdn.co/image/ab67616d00001e020ff02d5b6fb37d8375d89495,https://i.scdn.co/image/ab67616d00001e02247ba731e4b951a7dcb342cd,https://i.scdn.co/image/ab67616d00001e02fa5ce5f06ed4741e27747c0f,https://i.scdn.co/image/ab67616d00001e02a4a7f3436cad6b48567a8c59,https://i.scdn.co/image/ab67616d00001e02441952b4134ebab5651657e4,https://i.scdn.co/image/ab67616d00001e02a77f48b01600371cd41aa069,https://i.scdn.co/image/ab67616d00001e02eaeda952e049cef319b5d754,https://i.scdn.co/image/ab67616d00001e02cd8557383b37667d5f1283ac,https://i.scdn.co/image/ab67616d00001e02350c0b5db5fcf72716ef980c,https://i.scdn.co/image/ab67616d00001e02e87c05b309055d5253d60ea4,https://i.scdn.co/image/ab67616d00001e02f4f4708dce869a5f5abb017d,https://i.scdn.co/image/ab67616d00001e02cb16bb9b3f95c27a956d104d,https://i.scdn.co/image/ab67616d00001e02d4750565018a7842b38914df,https://i.scdn.co/image/ab67616d00001e02ce7111478c65602eb7854221,https://i.scdn.co/image/ab67616d00001e02542cc41d59b4bb40fd1d63dc","0nzZxWTzI1r47WMCFLdwfd,3hkB5JqGhzfSbmAAH1sfbu,7vOG09BIGyISfmN77TxQZp,6LNSLHpiorGZbioPYlc6Bx,1pg8g205HyP2h4iud5J4Fh,6XZ38gud1AQcgPqTpItPhF,0RemO3TlI1NdaeWqdE4E9H,66M6x4mVQG3r4rlvdDTdDv,0mFH7N9HhSCzJ7Kd0qW29e,18AjhxTfNyhkQSj9x4DxCN,4WGHrjNGKdkswn7KvJ4vte,46rXeT9V36y4MaVgPWXlKf,7EgmD7Jxpqz9I9h9RtBiCe,0tSnAXx7EzfMihQ4SC3qSX,7btFyrPaGMi9t3KlvArNN9,0ApX9Gg6w7YATwVnL4zaYp,4wS5IwqJcGaL8ommCbhbVi,5ugc0oyFijTzQG3nHwRJ7A,5YreyYiltp1aexr0UTIQRg,6GDaEPN935WkElYXTR6Ejd"
